praatword,parsedword,lstm256Surprisal,k_10distance,k_10surprisal,k_10entropy,k_10Hdelta,k_20distance,k_20surprisal,k_20entropy,k_20Hdelta,k_40distance,k_40surprisal,k_40entropy,k_40Hdelta,k_60distance,k_60surprisal,k_60entropy,k_60Hdelta,k_80distance,k_80surprisal,k_80entropy,k_80Hdelta,k_100distance,k_100surprisal,k_100entropy,k_100Hdelta
she,she,5.50708150864,15,5.692835,2.935276,0.332663,13,5.606743,3.562564,0.522001,14,5.239981,4.058801,0.516038,14,5.186753,4.333533,0.50863,14,5.182991,4.533579,0.485448,15,5.102257,4.798786,0.50099
could,could,4.10068321228,18,4.322515,2.312033,-0.623243,18,4.068668,2.927156,-0.635408,18,4.254453,3.663927,-0.394874,18,4.250263,3.99766,-0.335873,19,4.232251,4.221822,-0.311757,19,4.283304,4.448643,-0.350143
see,see,4.92316913605,18,4.209702,2.053097,-0.258936,19,4.143893,2.726752,-0.200404,19,4.12732,3.429347,-0.23458,19,4.117541,3.767334,-0.230326,19,4.113783,3.989404,-0.232418,22,4.115069,4.190329,-0.258314
it,it,1.7767572403,14,2.955711,2.998357,0.94526,14,2.925195,3.63228,0.905528,14,2.940501,4.347987,0.91864,14,2.915097,4.691068,0.923734,14,2.895049,4.915225,0.925821,14,2.892771,5.115954,0.925625
quite,quite,4.83431100845,20,6.671177,2.519957,-0.4784,21,6.773164,3.065458,-0.566822,21,6.952134,3.460068,-0.887919,21,6.841438,3.893531,-0.797537,21,6.727057,4.248512,-0.666713,21,6.715513,4.445506,-0.670448
plainly,UNK,3.47053575516,8,3.118837,2.78721,0.267253,8,3.152145,3.434125,0.368667,6,3.001342,3.833705,0.373637,7,2.960757,4.215124,0.321593,8,2.963037,4.509269,0.260757,8,2.948667,4.723541,0.278035
through,through,6.15781831741,21,7.645997,1.895087,-0.892123,22,8.108097,2.143882,-1.29024,22,7.818123,2.73827,-1.09544,22,7.857093,3.133807,-1.08132,22,7.910492,3.385453,-1.12382,22,7.950588,3.549176,-1.17436
the,the,1.57912683487,11,1.631636,2.641662,0.746575,10,1.522912,2.886746,0.742864,10,1.515366,3.47292,0.73465,10,1.517877,3.865747,0.73194,10,1.515626,4.114542,0.729089,10,1.514094,4.273362,0.724186
glass,glass,6.95995903015,23,6.516928,2.174221,-0.467441,23,6.516585,2.651006,-0.23574,24,6.525849,3.263501,-0.209419,24,6.520891,3.64723,-0.218517,24,6.517577,3.902497,-0.212045,24,6.52031,4.067953,-0.205409
and,and,3.2212729454,18,4.968253,2.973062,0.798841,19,4.83433,3.485218,0.834212,18,4.800857,4.129231,0.86573,18,4.787918,4.493544,0.846314,19,4.718109,4.671282,0.768785,19,4.65595,4.804351,0.736398
she,she,2.75513076782,9,3.068676,2.429131,-0.543931,13,3.127732,2.922297,-0.562921,9,3.026067,3.534214,-0.595017,9,3.009329,3.892271,-0.601273,9,2.862227,3.853951,-0.817331,9,2.746175,3.907893,-0.896458
tried,tried,4.2945318222,24,5.687195,2.290921,-0.13821,24,5.75161,2.720301,-0.201996,25,5.761774,3.342154,-0.19206,25,5.752165,3.731284,-0.160987,25,5.788944,3.802888,-0.051063,25,5.812509,3.926164,0.018271
her,her,3.62838506699,7,3.665979,2.994567,0.703646,15,3.641894,3.440152,0.719851,12,3.629599,4.083534,0.74138,12,3.625703,4.474295,0.743011,12,3.608474,4.584774,0.781886,12,3.602373,4.72386,0.797696
best,best,8.15038108826,12,10.451561,2.004919,-0.989648,15,10.278209,2.573192,-0.86696,15,10.189841,3.169562,-0.913972,15,10.129843,3.629558,-0.844737,15,9.978121,3.734327,-0.850447,15,9.915556,3.902776,-0.821084
to,to,3.99841332436,12,3.588872,2.99235,0.987431,12,3.474894,3.455082,0.88189,14,3.487639,4.079559,0.909997,14,3.522836,4.52922,0.899662,14,3.500306,4.563901,0.829574,14,3.443961,4.70689,0.804114
climb,UNK,2.00114679337,6,2.672728,2.480461,-0.511889,6,2.730956,3.138558,-0.316524,6,2.724637,3.777832,-0.301727,6,2.730319,4.162824,-0.366396,6,2.712684,4.22318,-0.340721,6,2.717434,4.433328,-0.273562
up,up,5.97802829742,15,3.94975,2.152574,-0.327887,15,3.978339,2.667268,-0.47129,15,3.977948,3.325495,-0.452337,17,3.983331,3.696794,-0.46603,17,3.975635,3.80259,-0.42059,17,3.981149,3.994879,-0.438449
one,one,5.12330436707,14,5.95973,2.922803,0.770229,14,5.819525,3.475909,0.808641,14,5.798373,4.117971,0.792476,16,5.779155,4.499587,0.802793,15,5.756246,4.543335,0.740745,15,5.737832,4.713244,0.718365
of,of,2.32223320007,15,2.206834,1.798946,-1.12386,16,2.157629,2.537219,-0.93869,16,2.191355,3.148434,-0.969537,16,2.202287,3.527141,-0.972446,16,2.209534,3.610303,-0.933032,16,2.212168,3.830074,-0.88317
the,the,1.24123430252,9,1.488145,2.381837,0.582891,9,1.509997,3.11287,0.575651,9,1.496534,3.722706,0.574272,9,1.492549,4.101107,0.573966,9,1.488525,4.183078,0.572775,9,1.488081,4.402879,0.572805
legs,legs,8.73054885864,17,10.26084,2.133294,-0.248543,18,10.275125,2.82617,-0.2867,18,10.275898,3.459203,-0.263503,18,10.278427,3.844403,-0.256704,18,10.2813,3.935167,-0.247911,18,10.281575,4.156109,-0.24677
of,of,2.12491703033,17,2.470761,1.80474,-0.328554,18,2.57381,2.39377,-0.4324,18,2.516434,3.075402,-0.383801,18,2.499939,3.477633,-0.36677,18,2.507845,3.534684,-0.400483,18,2.513273,3.739041,-0.417068
the,the,1.5668926239,10,1.416289,2.201631,0.396891,10,1.416444,2.78199,0.38822,9,1.416582,3.471634,0.396232,9,1.417212,3.876705,0.399072,8,1.415967,3.938268,0.403584,8,1.415773,4.145112,0.406071
table,table,5.17832374573,19,4.528781,1.918607,-0.283024,20,4.531358,2.49494,-0.28705,20,4.531743,3.186588,-0.285046,20,4.531995,3.589802,-0.286903,20,4.534042,3.655332,-0.282936,20,4.53405,3.862241,-0.282871
but,but,4.6080698967,19,5.184396,2.110446,0.191839,20,5.179537,2.763792,0.268852,20,4.994237,3.232517,0.045929,20,4.950558,3.606119,0.016317,20,5.029158,3.820218,0.164886,20,5.081822,4.062971,0.20073
it,it,2.28342247009,9,2.882213,2.394298,0.283852,15,2.866681,2.971078,0.207286,15,3.117648,3.603707,0.37119,15,3.179146,3.971263,0.365144,15,3.279117,4.096513,0.276295,15,3.309109,4.285339,0.222368
was,was,1.130671978,10,1.579265,2.257936,-0.136362,10,1.581573,2.887236,-0.083842,10,1.578442,3.529851,-0.073856,10,1.577982,3.916116,-0.055147,10,1.575169,4.079927,-0.016586,10,1.575399,4.275581,-0.009758
too,too,5.35235309601,11,4.789162,2.179877,-0.078059,11,4.775509,2.817014,-0.070222,11,4.775096,3.440431,-0.08942,11,4.774839,3.817542,-0.098574,12,4.768574,3.979319,-0.100608,12,4.763879,4.187523,-0.088058
slippery,UNK,2.5766210556,8,1.599307,1.999896,-0.179981,8,1.6065,2.635701,-0.181313,8,1.607924,3.281828,-0.158603,8,1.61342,3.664311,-0.153231,8,1.622903,3.839171,-0.140148,8,1.627447,4.045565,-0.141958
and,and,2.93871116638,12,3.173276,2.699146,0.69925,12,3.091714,3.344927,0.709226,12,3.073328,3.975127,0.693299,12,3.079357,4.329565,0.665254,12,2.997944,4.479925,0.640754,12,2.966335,4.686445,0.64088
when,when,4.66880321503,12,5.340188,1.944538,-0.754608,12,5.253499,2.745966,-0.598961,12,5.24832,3.375249,-0.599878,12,5.242556,3.746455,-0.58311,12,5.194327,3.991409,-0.488516,12,5.182836,4.22812,-0.458325
she,she,0.800444602966,10,1.117109,2.002499,0.057961,10,1.108303,2.759802,0.013836,10,1.108191,3.392622,0.017373,10,1.102933,3.78006,0.033605,10,1.097943,4.013872,0.022463,10,1.096565,4.249608,0.021488
had,had,1.86240911484,10,2.1651,2.091925,0.089426,10,2.159977,2.855108,0.095306,10,2.15488,3.488161,0.095539,10,2.152074,3.877452,0.097392,10,2.14631,4.110864,0.096992,10,2.146138,4.346405,0.096797
tired,tired,9.28399467468,15,12.45257,0.480596,-1.61133,15,12.501384,1.163537,-1.69157,15,12.327019,1.844732,-1.64343,15,12.292289,2.253423,-1.62403,15,12.099511,2.523281,-1.58758,15,12.139857,2.761982,-1.58442
herself,herself,9.23093700409,13,7.08726,1.407292,0.926696,13,7.078738,2.128989,0.965452,13,7.245192,2.650522,0.80579,13,7.189658,3.098877,0.845454,13,7.172672,3.394225,0.870944,13,7.20936,3.591831,0.829849
out,out,3.62341237068,14,4.373778,1.508896,0.101604,14,4.380456,2.202987,0.073998,14,4.371547,2.748744,0.098222,14,4.371164,3.20659,0.107713,14,4.373558,3.497424,0.103199,14,4.371443,3.695929,0.104098
with,with,4.09245443344,14,3.588545,1.487787,-0.021109,14,3.588546,2.180228,-0.022759,14,3.584735,2.709257,-0.039487,14,3.586921,3.168124,-0.038466,14,3.586649,3.464511,-0.032913,14,3.586087,3.657905,-0.038024
trying,trying,7.93705558777,15,7.799576,1.429067,-0.05872,15,7.800867,2.109454,-0.070774,16,7.81584,2.632616,-0.076641,16,7.810314,3.093466,-0.074658,16,7.805488,3.396885,-0.067626,16,7.806287,3.601552,-0.056353
the,the,3.48326539993,10,3.066943,2.672723,1.24366,10,3.064973,3.35534,1.24589,11,3.035002,3.933388,1.30077,11,3.044012,4.388698,1.29523,10,3.046767,4.662606,1.26572,10,3.049292,4.864669,1.26312
poor,poor,6.45610570908,18,6.025749,1.713802,-0.958921,18,6.02597,2.407489,-0.947851,18,6.001238,3.086308,-0.84708,18,6.008437,3.497949,-0.890749,18,6.00182,3.81548,-0.847126,18,6.014032,4.005342,-0.859327
little,little,1.66396427155,17,2.423489,1.294553,-0.419249,17,2.423747,1.987488,-0.420001,17,2.406612,2.726715,-0.359593,17,2.41078,3.122544,-0.375405,17,2.412366,3.461337,-0.354143,17,2.421971,3.635203,-0.370139
thing,thing,3.65947604179,18,2.463537,1.047477,-0.247076,18,2.464617,1.735865,-0.251623,18,2.478757,2.516107,-0.210608,18,2.470388,2.906486,-0.216058,18,2.504579,3.263179,-0.198158,18,2.516627,3.427711,-0.207492
sat,sat,8.76633453369,18,4.751284,1.187927,0.14045,18,4.750402,1.880346,0.144481,18,4.78631,2.608634,0.092527,18,4.778159,3.007693,0.101207,18,4.817196,3.36032,0.097141,18,4.830158,3.491546,0.063835
down,down,3.22985124588,12,1.824209,1.39411,0.206183,12,1.824209,2.08711,0.206764,19,1.831008,2.809575,0.200941,19,1.829253,3.210063,0.20237,19,1.833524,3.559972,0.199652,19,1.83196,3.693074,0.201528
and,and,2.0461602211,13,2.339454,0.994071,-0.400039,13,2.339428,1.686489,-0.400621,18,2.352055,2.360569,-0.449006,18,2.347131,2.777904,-0.432159,18,2.343375,3.126853,-0.433119,18,2.344609,3.265177,-0.427897
cried,cried,9.49902439117,12,8.435873,0.932293,-0.061778,11,8.435879,1.624753,-0.061736,13,8.425812,2.287979,-0.07259,12,8.429997,2.700949,-0.076955,11,8.42289,3.033931,-0.092922,13,8.415101,3.193408,-0.071769
come,come,4.49819087982,9,4.601246,0.917085,-0.015208,9,4.586905,0.996591,-0.628162,9,4.579519,1.030779,-1.2572,9,4.577415,1.043955,-1.65699,9,4.576327,1.050834,-1.9831,9,4.575753,1.055019,-2.13839
there,there,5.50613260269,11,7.792581,1.619075,0.70199,11,7.579221,2.078111,1.08152,11,7.512935,2.358797,1.32802,11,7.473023,2.5348,1.49085,11,7.455487,2.611689,1.56086,11,7.443764,2.673053,1.61803
's,'s,0.696771621704,13,1.881,1.227135,-0.39194,12,1.913489,1.698439,-0.379672,12,1.937181,1.912822,-0.445975,12,1.952377,2.0419,-0.4929,12,1.957039,2.119976,-0.491713,12,1.960948,2.170739,-0.502314
no,no,2.13642263412,7,3.128494,2.151787,0.924652,8,3.093057,2.660066,0.961627,9,3.051614,2.889654,0.976832,9,3.038051,3.021229,0.979329,10,3.031309,3.107263,0.987287,10,3.026536,3.160497,0.989758
use,use,2.45016384125,13,2.165767,1.129315,-1.02247,13,2.167553,1.698211,-0.961855,13,2.183034,2.004438,-0.885216,15,2.187747,2.169389,-0.85184,15,2.192887,2.251415,-0.855848,16,2.189149,2.345679,-0.814818
in,in,2.82551145554,11,3.150582,0.993286,-0.136029,12,3.146552,1.57653,-0.121681,12,3.143751,1.908024,-0.096414,15,3.143478,2.073904,-0.095485,15,3.142143,2.16651,-0.084905,15,3.141532,2.267913,-0.077766
crying,UNK,3.49115371704,5,2.943863,1.855652,0.862366,5,2.945095,2.44709,0.87056,5,2.931679,2.759485,0.851461,5,2.925784,2.926741,0.852837,5,2.923088,3.020233,0.853723,5,2.925058,3.117295,0.849382
like,like,6.33535242081,16,6.679399,1.50842,-0.347232,16,6.668634,2.064553,-0.382537,17,6.621796,2.550971,-0.208514,17,6.601432,2.795103,-0.131638,18,6.595078,2.90487,-0.115363,18,6.593525,2.976922,-0.140373
that,that,2.7365322113,12,3.803541,1.996331,0.487911,13,3.809125,2.559761,0.495208,13,3.811747,3.035235,0.484264,12,3.811925,3.278655,0.483552,12,3.805516,3.395242,0.490372,13,3.801596,3.47942,0.502498
said,said,2.5157661438,9,2.24714,0.44944,-1.54689,9,2.243618,0.469265,-2.0905,9,2.241598,0.478632,-2.5566,9,2.240825,0.481972,-2.79668,9,2.240428,0.483128,-2.91211,9,2.24021,0.48381,-2.99561
alice,alice,1.23717784882,6,1.152186,0.63763,0.18819,6,1.149472,0.664663,0.195398,6,1.147924,0.678751,0.200119,6,1.147423,0.685749,0.203777,6,1.147157,0.689362,0.206234,6,1.147028,0.6915,0.20769
to,to,4.34377670288,12,3.1157,0.475945,-0.161685,12,3.113861,0.51672,-0.147943,12,3.11318,0.544035,-0.134716,12,3.112908,0.554482,-0.131267,12,3.112747,0.561638,-0.127724,12,3.112586,0.565533,-0.125967
herself,herself,2.46865701675,12,1.132703,0.366089,-0.109856,12,1.136853,0.394875,-0.121845,12,1.139377,0.409239,-0.134796,14,1.140398,0.414091,-0.140391,14,1.140869,0.417946,-0.143692,15,1.141239,0.419336,-0.146197
rather,rather,7.77871608734,13,7.298341,0.734312,0.368223,13,7.236365,1.034849,0.639974,14,7.200913,1.250984,0.841745,15,7.186728,1.352682,0.938591,15,7.182688,1.383085,0.965139,15,7.179966,1.404747,0.985411
sharply,sharply,10.6067733765,12,8.769239,1.130797,0.396485,13,8.72158,1.505061,0.470212,12,8.62642,1.886258,0.635274,14,8.60658,2.046096,0.693414,14,8.592346,2.143786,0.760701,14,8.583948,2.204608,0.799861
i,i,4.97589206696,11,7.267118,2.011871,0.881074,11,7.175829,2.473465,0.968404,11,6.625232,2.807023,0.920765,11,6.50689,3.031969,0.985873,11,6.5018,3.106771,0.962985,12,6.343464,3.395653,1.19104
advise,UNK,4.8376121521,6,4.057707,2.129301,0.11743,6,4.061501,2.64191,0.168445,6,4.068382,2.934256,0.127233,6,4.021191,3.167565,0.135596,6,4.0139,3.283219,0.176448,6,4.024875,3.570769,0.175116
you,you,3.48585653305,9,4.265617,2.768846,0.639545,9,4.254315,3.302184,0.660274,10,3.94569,3.538325,0.604069,10,3.965778,3.775344,0.607779,10,3.960286,3.891731,0.608512,10,3.925664,4.22858,0.657811
to,to,6.09822416306,12,2.552566,1.577497,-1.19135,12,2.655592,1.897237,-1.40495,14,2.725979,2.579347,-0.958978,13,2.711755,2.898954,-0.87639,13,2.705622,3.043947,-0.847784,13,2.734973,3.319591,-0.908989
leave,leave,5.4924621582,15,5.524536,1.302233,-0.275264,15,5.522298,1.631527,-0.26571,14,5.526088,2.363934,-0.215413,14,5.532015,2.652864,-0.24609,15,5.53228,2.808825,-0.235122,15,5.532901,3.085198,-0.234393
off,off,5.28674077988,14,3.20939,1.417125,0.114892,14,3.207205,1.74484,0.113313,15,3.213637,2.468359,0.104425,15,3.211077,2.762083,0.109219,15,3.211025,2.916682,0.107857,15,3.212464,3.19049,0.105292
this,this,5.51903629303,14,4.762124,1.787168,0.370043,14,4.750243,2.135151,0.390311,16,4.760363,2.884486,0.416127,16,4.756603,3.184083,0.422,16,4.75406,3.339891,0.423209,16,4.755151,3.614826,0.424336
minute,minute,7.26640605927,16,6.304048,1.877249,0.090081,16,6.289507,2.295347,0.160196,16,6.339496,2.988668,0.104182,16,6.334825,3.287314,0.103231,16,6.331426,3.457936,0.118045,16,6.340592,3.718025,0.103199
she,she,3.33208036423,9,3.46752,1.008554,-0.868695,9,3.459646,1.031843,-1.2635,9,3.456267,1.047909,-1.94076,9,3.455017,1.051381,-2.23593,9,3.454514,1.053603,-2.40433,9,3.454191,1.054745,-2.66328
generally,generally,11.231303215,11,8.56984,1.592989,0.584435,11,8.521974,1.803223,0.77138,11,8.500054,1.920775,0.872866,11,8.490193,1.978994,0.927613,11,8.481847,2.031889,0.978286,11,8.476879,2.066652,1.01191
gave,gave,9.5507106781,12,5.547397,2.085218,0.492229,12,5.561686,2.212432,0.409209,12,5.573703,2.279759,0.358984,12,5.580693,2.305574,0.32658,12,5.585952,2.32898,0.297091,12,5.587599,2.354519,0.287867
herself,herself,4.49830627441,11,4.35749,2.578151,0.492933,11,4.275616,2.745599,0.533167,12,4.229623,2.80905,0.529291,12,4.221898,2.835212,0.529638,12,4.218912,2.859892,0.530912,12,4.217691,2.882322,0.527803
very,very,4.65653800964,11,6.127943,2.121137,-0.457014,11,5.500719,2.587207,-0.158392,11,5.343917,3.154437,0.345387,11,5.305041,3.272827,0.437615,11,5.28596,3.360804,0.500912,11,5.275758,3.418096,0.535774
good,good,5.65792036057,12,4.944106,1.034521,-1.08662,13,4.833917,2.148695,-0.438512,13,4.828104,2.719,-0.435437,13,4.825677,2.906482,-0.366345,13,4.828322,3.003857,-0.356947,14,4.827483,3.075312,-0.342784
advice,UNK,1.98156261444,8,3.02354,1.659593,0.625072,10,3.048512,2.850991,0.702296,9,3.067524,3.413843,0.694843,9,3.041215,3.695932,0.78945,9,3.025727,3.833095,0.829238,9,3.008038,3.957553,0.882241
though,though,6.25856494904,12,7.748074,1.669128,0.009535,13,7.978442,2.413636,-0.437355,13,7.895014,2.968558,-0.445285,13,7.744364,3.385467,-0.310465,13,7.671209,3.629031,-0.204064,14,7.611849,3.849081,-0.108472
she,she,1.98814344406,11,1.358127,0.992018,-0.67711,11,1.19629,1.922005,-0.491631,11,1.336276,2.300688,-0.66787,11,1.328095,2.803238,-0.582229,11,1.343569,3.00904,-0.619991,11,1.318647,3.256265,-0.592816
very,very,6.62046337128,10,7.536543,1.697802,0.705784,10,7.507238,2.710619,0.788614,13,7.474166,3.183611,0.882923,13,7.46743,3.71121,0.907972,13,7.464486,3.91519,0.90615,13,7.4621,4.150563,0.894298
seldom,UNK,2.87648034096,5,2.930316,2.141916,0.444114,5,2.970669,2.930271,0.219652,5,2.959481,3.412382,0.228771,5,2.995906,3.841893,0.130683,5,2.986463,4.088082,0.172892,5,2.982347,4.347419,0.196856
followed,followed,8.69659614563,16,5.731234,1.893825,-0.248091,15,5.689191,2.789257,-0.141014,17,5.708144,3.191036,-0.221346,17,5.708684,3.623451,-0.218442,17,5.715726,3.853888,-0.234194,17,5.711629,4.138382,-0.209037
it,it,2.23646974564,11,3.225761,2.376134,0.482309,11,3.269776,3.255693,0.466436,12,3.235237,3.714808,0.523772,12,3.23962,4.119341,0.49589,12,3.235825,4.360641,0.506753,12,3.246395,4.610225,0.471843
and,and,2.32185220718,14,2.479041,0.876961,-1.49917,15,2.201205,2.199172,-1.05652,16,2.119709,2.833432,-0.881376,16,2.19144,3.08953,-1.02981,16,2.140823,3.408945,-0.951696,16,2.075798,3.705361,-0.904864
sometimes,sometimes,8.33811187744,14,8.374332,1.948233,1.07127,15,8.892952,2.173058,-0.026114,15,8.882509,2.788897,-0.044535,15,8.777309,3.261712,0.172182,15,8.793549,3.527181,0.118236,15,8.803979,3.847254,0.141893
she,she,5.81433534622,14,8.966875,2.734211,0.785978,13,8.904995,3.716435,1.54338,14,8.519229,4.175916,1.38702,13,8.440603,4.437108,1.1754,13,8.294999,4.733332,1.20615,13,8.372802,4.940771,1.09352
scolded,UNK,2.32858848572,6,3.105955,2.791791,0.05758,6,3.167697,3.393354,-0.323081,6,3.165162,3.920494,-0.255422,6,3.146176,4.286339,-0.150769,6,3.090008,4.586834,-0.146498,6,3.096545,4.784436,-0.156335
herself,herself,4.91497659683,18,5.346209,2.709012,-0.082779,19,5.353708,3.353086,-0.040268,19,5.198253,3.804314,-0.11618,19,5.159722,4.197026,-0.089313,20,5.124429,4.525846,-0.060988,21,5.127198,4.727533,-0.056903
so,so,3.9259352684,18,6.585828,2.935415,0.226403,18,5.869577,3.385159,0.032073,19,5.78181,3.576874,-0.22744,18,5.766428,3.939125,-0.257901,18,5.768122,4.315482,-0.210364,18,5.781987,4.523263,-0.20427
severely,severely,9.93784332275,19,8.013119,1.949934,-0.985481,20,8.653667,2.727133,-0.658026,20,8.657152,3.119102,-0.457772,20,8.650062,3.503549,-0.435576,20,8.63072,3.873088,-0.442394,20,8.604587,4.099037,-0.424226
as,as,2.93757915497,12,3.434187,2.772782,0.822848,11,3.65486,3.524886,0.797753,12,3.443843,3.960571,0.841469,12,3.430945,4.341221,0.837672,12,3.46146,4.63992,0.766832,12,3.460166,4.88016,0.781123
to,to,5.28844213486,12,5.756891,2.671324,-0.101458,12,6.318786,3.595103,0.070217,12,5.53844,3.574789,-0.385782,12,5.469825,4.001876,-0.339345,13,5.534863,4.271886,-0.368034,13,5.529079,4.439417,-0.440743
bring,bring,8.40843963623,20,7.752171,1.386091,-1.28523,21,7.605001,2.189598,-1.4055,22,7.427879,2.870864,-0.703925,22,7.486633,3.278564,-0.723312,22,7.44797,3.623347,-0.648539,22,7.453032,3.825203,-0.614214
tears,tears,9.91640281677,23,9.888953,0.441469,-0.944622,23,10.082086,1.117761,-1.07184,24,9.903056,1.713447,-1.15742,24,9.916784,2.117771,-1.16079,24,9.954613,2.409541,-1.21381,24,9.91405,2.626549,-1.19865
into,into,5.62934732437,23,5.942193,1.429331,0.987862,24,6.471671,1.773261,0.6555,18,6.226577,2.089444,0.375997,18,6.113358,2.59436,0.476589,18,6.055528,2.933873,0.524332,18,6.10178,3.111734,0.485185
her,her,2.38746023178,14,2.098903,1.855866,0.426535,14,2.224968,2.228885,0.455624,15,2.121062,2.450389,0.360945,15,2.094364,2.965985,0.371625,15,2.081548,3.306771,0.372898,15,2.092651,3.480439,0.368705
eyes,eyes,4.17876815796,25,3.737225,1.729285,-0.126581,25,3.959324,2.306417,0.077532,20,3.781784,2.313862,-0.136527,20,3.7421,2.844344,-0.121641,20,3.724822,3.197893,-0.108878,20,3.740952,3.370964,-0.109475
and,and,2.35356760025,18,2.779216,2.423901,0.694616,18,1.971633,1.934263,-0.372154,17,2.743351,2.76252,0.448658,17,2.989396,3.376507,0.532163,17,3.110166,3.790627,0.592734,17,3.033681,3.922527,0.551563
once,once,6.35494995117,20,8.484793,1.629508,-0.794393,24,7.430302,1.815022,-0.119241,19,7.387455,2.764449,0.001929,19,7.457951,3.19737,-0.179137,17,7.49908,3.535112,-0.255515,19,7.446632,3.765984,-0.156543
she,she,4.29221630096,15,5.732675,2.132354,0.502846,13,1.513527,1.097438,-0.717584,12,1.566307,2.258499,-0.50595,12,1.645772,2.636751,-0.560619,12,1.707617,2.923832,-0.61128,12,1.679054,3.165386,-0.600598
remembered,remembered,5.70067596436,20,5.849975,1.764175,-0.368179,22,5.592418,1.161837,0.064399,16,5.644425,2.258412,-8.7E-05,16,5.683721,2.605228,-0.031523,16,5.715101,2.878473,-0.045359,16,5.698347,3.125651,-0.039735
trying,trying,5.25691795349,20,8.154556,1.332562,-0.431613,25,7.634969,1.294104,0.132267,17,7.726104,2.078811,-0.179601,17,7.696529,2.432753,-0.172475,17,7.670986,2.72379,-0.154683,17,7.69039,2.933758,-0.191893
to,to,0.504127502441,13,1.235995,1.615399,0.282837,15,1.262578,1.615494,0.32139,17,1.249659,2.417105,0.338294,17,1.242882,2.775663,0.34291,17,1.239569,3.065366,0.341576,17,1.241595,3.275351,0.341593
box,box,10.4991064072,23,12.69308,0.402758,-1.21264,26,12.350376,0.941434,-0.67406,20,12.399349,1.685499,-0.731606,20,12.409709,2.033234,-0.742429,20,12.420175,2.306494,-0.758872,21,12.409707,2.534702,-0.740649
